========== V1 详细装箱坐标 ==========

第1辆车，装载164件，容积利用率 65.62%，重量利用率 33.02%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 150.0, 60.0, 30.0, 40.0
G2, 0.0, 160.0, 120.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 340.0, 0.0, 125.0, 50.0, 35.0, 25.0
G1, 70.0, 160.0, 60.0, 40.0, 30.0, 60.0
G1, 290.0, 165.0, 60.0, 40.0, 30.0, 60.0
G2, 260.0, 40.0, 125.0, 50.0, 35.0, 25.0
G5, 200.0, 40.0, 90.0, 40.0, 40.0, 60.0
G2, 200.0, 80.0, 125.0, 50.0, 35.0, 25.0
G1, 0.0, 80.0, 90.0, 40.0, 30.0, 60.0
G1, 140.0, 80.0, 90.0, 40.0, 30.0, 60.0
G2, 240.0, 165.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 145.0, 50.0, 35.0, 25.0
G1, 170.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 160.0, 145.0, 50.0, 35.0, 25.0
G1, 260.0, 0.0, 120.0, 40.0, 30.0, 60.0
G1, 70.0, 160.0, 120.0, 40.0, 30.0, 60.0
G1, 290.0, 165.0, 120.0, 40.0, 30.0, 60.0
G2, 60.0, 0.0, 150.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 150.0, 50.0, 35.0, 25.0
G2, 340.0, 0.0, 150.0, 50.0, 35.0, 25.0
G1, 200.0, 40.0, 150.0, 40.0, 30.0, 60.0
G2, 240.0, 165.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 170.0, 50.0, 35.0, 25.0
G2, 0.0, 160.0, 170.0, 50.0, 35.0, 25.0
G1, 0.0, 80.0, 150.0, 40.0, 30.0, 60.0
G2, 60.0, 0.0, 175.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 175.0, 50.0, 35.0, 25.0
G2, 240.0, 165.0, 175.0, 50.0, 35.0, 25.0
G1, 310.0, 115.0, 0.0, 30.0, 40.0, 60.0
G2, 340.0, 185.0, 0.0, 50.0, 25.0, 35.0
G2, 340.0, 185.0, 35.0, 50.0, 25.0, 35.0
G2, 340.0, 185.0, 70.0, 50.0, 25.0, 35.0
G2, 140.0, 120.0, 100.0, 50.0, 25.0, 35.0
G2, 340.0, 185.0, 105.0, 50.0, 25.0, 35.0
G2, 140.0, 120.0, 135.0, 50.0, 25.0, 35.0
G1, 210.0, 155.0, 0.0, 30.0, 40.0, 60.0
G1, 110.0, 160.0, 0.0, 30.0, 40.0, 60.0
G1, 380.0, 35.0, 40.0, 30.0, 40.0, 60.0
G1, 210.0, 155.0, 60.0, 30.0, 40.0, 60.0
G1, 110.0, 160.0, 60.0, 30.0, 40.0, 60.0
G2, 340.0, 185.0, 140.0, 50.0, 25.0, 35.0
G1, 380.0, 35.0, 100.0, 30.0, 40.0, 60.0
G1, 260.0, 75.0, 120.0, 30.0, 40.0, 60.0
G1, 200.0, 115.0, 120.0, 30.0, 40.0, 60.0
G2, 200.0, 80.0, 150.0, 50.0, 25.0, 35.0
G1, 210.0, 155.0, 120.0, 30.0, 40.0, 60.0
G2, 340.0, 0.0, 175.0, 50.0, 25.0, 35.0
G2, 340.0, 185.0, 175.0, 50.0, 25.0, 35.0
G2, 300.0, 0.0, 120.0, 35.0, 25.0, 50.0
G2, 260.0, 40.0, 150.0, 35.0, 25.0, 50.0
G2, 390.0, 0.0, 0.0, 25.0, 35.0, 50.0
G2, 310.0, 40.0, 0.0, 25.0, 35.0, 50.0
G2, 310.0, 40.0, 50.0, 25.0, 35.0, 50.0
G2, 310.0, 115.0, 60.0, 25.0, 35.0, 50.0
G2, 310.0, 115.0, 110.0, 25.0, 35.0, 50.0
G2, 310.0, 115.0, 160.0, 25.0, 35.0, 50.0

第11辆车，装载163件，容积利用率 69.92%，重量利用率 34.27%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G2, 0.0, 0.0, 0.0, 50.0, 35.0, 25.0
G2, 50.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 100.0, 0.0, 0.0, 60.0, 40.0, 30.0
G3, 160.0, 0.0, 0.0, 70.0, 50.0, 40.0
G4, 230.0, 0.0, 0.0, 80.0, 60.0, 50.0
G4, 310.0, 0.0, 0.0, 80.0, 60.0, 50.0
G1, 0.0, 35.0, 0.0, 60.0, 40.0, 30.0
G1, 100.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 160.0, 50.0, 0.0, 50.0, 35.0, 25.0
G3, 230.0, 60.0, 0.0, 70.0, 50.0, 40.0
G2, 300.0, 60.0, 0.0, 50.0, 35.0, 25.0
G5, 60.0, 35.0, 0.0, 40.0, 40.0, 60.0
G5, 350.0, 60.0, 0.0, 40.0, 40.0, 60.0
G4, 0.0, 75.0, 0.0, 80.0, 60.0, 50.0
G1, 100.0, 80.0, 0.0, 60.0, 40.0, 30.0
G4, 230.0, 110.0, 0.0, 80.0, 60.0, 50.0
G4, 310.0, 110.0, 0.0, 80.0, 60.0, 50.0
G3, 160.0, 85.0, 0.0, 70.0, 50.0, 40.0
G2, 100.0, 120.0, 0.0, 50.0, 35.0, 25.0
G3, 0.0, 135.0, 0.0, 70.0, 50.0, 40.0
G5, 160.0, 135.0, 0.0, 40.0, 40.0, 60.0
G1, 100.0, 155.0, 0.0, 60.0, 40.0, 30.0
G1, 230.0, 170.0, 0.0, 60.0, 40.0, 30.0
G1, 290.0, 170.0, 0.0, 60.0, 40.0, 30.0
G3, 350.0, 170.0, 0.0, 70.0, 40.0, 50.0
G1, 100.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 160.0, 175.0, 0.0, 50.0, 35.0, 25.0
G4, 230.0, 0.0, 50.0, 80.0, 60.0, 50.0
G1, 0.0, 35.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 310.0, 0.0, 50.0, 80.0, 60.0, 50.0
G2, 50.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 0.0, 75.0, 50.0, 80.0, 60.0, 50.0
G2, 160.0, 50.0, 25.0, 50.0, 35.0, 25.0
G1, 100.0, 40.0, 30.0, 60.0, 40.0, 30.0
G4, 230.0, 110.0, 50.0, 80.0, 60.0, 50.0
G5, 100.0, 80.0, 30.0, 40.0, 40.0, 60.0
G2, 300.0, 60.0, 25.0, 50.0, 35.0, 25.0
G2, 100.0, 120.0, 25.0, 50.0, 35.0, 25.0
G5, 100.0, 155.0, 30.0, 40.0, 40.0, 60.0
G2, 160.0, 175.0, 25.0, 50.0, 35.0, 25.0
G5, 230.0, 170.0, 30.0, 40.0, 40.0, 60.0
G5, 290.0, 170.0, 30.0, 40.0, 40.0, 60.0
G1, 160.0, 0.0, 40.0, 60.0, 40.0, 30.0
G1, 230.0, 60.0, 40.0, 60.0, 40.0, 30.0
G1, 160.0, 85.0, 40.0, 60.0, 40.0, 30.0
G1, 0.0, 135.0, 40.0, 60.0, 40.0, 30.0
G4, 310.0, 110.0, 50.0, 80.0, 60.0, 50.0
G1, 350.0, 170.0, 50.0, 60.0, 40.0, 30.0
G2, 0.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 100.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 50.0, 0.0, 50.0, 50.0, 35.0, 25.0
G5, 0.0, 35.0, 60.0, 40.0, 40.0, 60.0
G1, 100.0, 40.0, 60.0, 60.0, 40.0, 30.0
G2, 160.0, 50.0, 50.0, 50.0, 35.0, 25.0
G1, 160.0, 0.0, 70.0, 60.0, 40.0, 30.0
G1, 230.0, 60.0, 70.0, 60.0, 40.0, 30.0
G4, 230.0, 0.0, 100.0, 80.0, 60.0, 50.0
G4, 310.0, 0.0, 100.0, 80.0, 60.0, 50.0
G2, 300.0, 60.0, 50.0, 50.0, 35.0, 25.0
G1, 160.0, 85.0, 70.0, 60.0, 40.0, 30.0
G2, 100.0, 120.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 135.0, 70.0, 60.0, 40.0, 30.0
G1, 350.0, 170.0, 80.0, 60.0, 40.0, 30.0
G1, 100.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 100.0, 40.0, 90.0, 60.0, 40.0, 30.0
G5, 60.0, 35.0, 60.0, 40.0, 40.0, 60.0
G5, 350.0, 60.0, 60.0, 40.0, 40.0, 60.0
G2, 160.0, 175.0, 50.0, 50.0, 35.0, 25.0
G1, 160.0, 0.0, 100.0, 60.0, 40.0, 30.0
G4, 0.0, 75.0, 100.0, 80.0, 60.0, 50.0
G2, 0.0, 0.0, 75.0, 50.0, 35.0, 25.0
G4, 230.0, 110.0, 100.0, 80.0, 60.0, 50.0
G1, 230.0, 60.0, 100.0, 60.0, 40.0, 30.0
G5, 160.0, 135.0, 60.0, 40.0, 40.0, 60.0
G2, 50.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 160.0, 85.0, 100.0, 60.0, 40.0, 30.0
G2, 160.0, 50.0, 75.0, 50.0, 35.0, 25.0
G4, 310.0, 110.0, 100.0, 80.0, 60.0, 50.0
G2, 300.0, 60.0, 75.0, 50.0, 35.0, 25.0
G1, 0.0, 135.0, 100.0, 60.0, 40.0, 30.0
G2, 100.0, 120.0, 75.0, 50.0, 35.0, 25.0
G2, 160.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 350.0, 170.0, 110.0, 60.0, 40.0, 30.0
G2, 0.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 50.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 160.0, 50.0, 100.0, 50.0, 35.0, 25.0
G1, 100.0, 0.0, 120.0, 60.0, 40.0, 30.0
G1, 160.0, 0.0, 130.0, 60.0, 40.0, 30.0
G2, 300.0, 60.0, 100.0, 50.0, 35.0, 25.0
G5, 100.0, 80.0, 90.0, 40.0, 40.0, 60.0
G5, 100.0, 155.0, 90.0, 40.0, 40.0, 60.0
G5, 230.0, 170.0, 90.0, 40.0, 40.0, 60.0
G1, 230.0, 60.0, 130.0, 60.0, 40.0, 30.0
G5, 290.0, 170.0, 90.0, 40.0, 40.0, 60.0
G2, 100.0, 120.0, 100.0, 50.0, 35.0, 25.0
G5, 0.0, 35.0, 120.0, 40.0, 40.0, 60.0
G2, 160.0, 175.0, 100.0, 50.0, 35.0, 25.0
G5, 160.0, 135.0, 120.0, 40.0, 40.0, 60.0
G1, 0.0, 135.0, 130.0, 60.0, 40.0, 30.0
G5, 350.0, 170.0, 140.0, 40.0, 40.0, 60.0
G2, 100.0, 40.0, 120.0, 50.0, 35.0, 25.0
G4, 230.0, 0.0, 150.0, 80.0, 60.0, 50.0
G1, 310.0, 0.0, 150.0, 60.0, 40.0, 30.0
G2, 0.0, 0.0, 125.0, 50.0, 35.0, 25.0
G4, 0.0, 75.0, 150.0, 80.0, 60.0, 50.0
G2, 300.0, 60.0, 125.0, 50.0, 35.0, 25.0
G2, 100.0, 120.0, 125.0, 50.0, 35.0, 25.0
G5, 100.0, 80.0, 150.0, 40.0, 40.0, 60.0
G1, 230.0, 110.0, 150.0, 60.0, 40.0, 30.0
G1, 310.0, 110.0, 150.0, 60.0, 40.0, 30.0
G2, 160.0, 175.0, 125.0, 50.0, 35.0, 25.0
G5, 100.0, 155.0, 150.0, 40.0, 40.0, 60.0
G1, 230.0, 60.0, 160.0, 60.0, 40.0, 30.0
G5, 230.0, 170.0, 150.0, 40.0, 40.0, 60.0
G2, 160.0, 85.0, 130.0, 50.0, 35.0, 25.0
G5, 290.0, 170.0, 150.0, 40.0, 40.0, 60.0
G2, 0.0, 0.0, 150.0, 50.0, 35.0, 25.0
G2, 100.0, 120.0, 150.0, 50.0, 35.0, 25.0
G1, 0.0, 135.0, 160.0, 60.0, 40.0, 30.0
G2, 160.0, 175.0, 150.0, 50.0, 35.0, 25.0
G2, 160.0, 0.0, 160.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 180.0, 60.0, 40.0, 30.0
G1, 230.0, 110.0, 180.0, 60.0, 40.0, 30.0
G2, 160.0, 175.0, 175.0, 50.0, 35.0, 25.0
G1, 310.0, 110.0, 180.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 185.0, 50.0, 35.0, 25.0
G1, 390.0, 0.0, 0.0, 30.0, 60.0, 40.0
G2, 230.0, 60.0, 190.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 190.0, 50.0, 35.0, 25.0
G2, 0.0, 185.0, 0.0, 50.0, 25.0, 35.0
G1, 390.0, 60.0, 0.0, 30.0, 60.0, 40.0
G2, 50.0, 185.0, 0.0, 50.0, 25.0, 35.0
G1, 390.0, 0.0, 40.0, 30.0, 60.0, 40.0
G2, 0.0, 185.0, 35.0, 50.0, 25.0, 35.0
G2, 50.0, 185.0, 35.0, 50.0, 25.0, 35.0
G1, 390.0, 60.0, 40.0, 30.0, 60.0, 40.0
G2, 0.0, 185.0, 70.0, 50.0, 25.0, 35.0
G2, 50.0, 185.0, 70.0, 50.0, 25.0, 35.0
G1, 390.0, 0.0, 80.0, 30.0, 60.0, 40.0
G1, 390.0, 120.0, 0.0, 30.0, 40.0, 60.0
G1, 200.0, 135.0, 0.0, 30.0, 40.0, 60.0
G1, 390.0, 120.0, 60.0, 30.0, 40.0, 60.0
G1, 390.0, 0.0, 120.0, 30.0, 40.0, 60.0
G2, 0.0, 185.0, 105.0, 50.0, 25.0, 35.0
G2, 50.0, 185.0, 105.0, 50.0, 25.0, 35.0
G1, 60.0, 35.0, 120.0, 30.0, 40.0, 60.0
G1, 390.0, 120.0, 120.0, 30.0, 40.0, 60.0
G2, 50.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 160.0, 50.0, 125.0, 50.0, 25.0, 35.0
G2, 0.0, 185.0, 140.0, 50.0, 25.0, 35.0
G2, 50.0, 185.0, 140.0, 50.0, 25.0, 35.0
G2, 100.0, 0.0, 150.0, 50.0, 25.0, 35.0
G2, 50.0, 0.0, 160.0, 50.0, 25.0, 35.0
G2, 160.0, 50.0, 160.0, 50.0, 25.0, 35.0
G2, 0.0, 185.0, 175.0, 50.0, 25.0, 35.0
G2, 50.0, 185.0, 175.0, 50.0, 25.0, 35.0
G2, 70.0, 135.0, 0.0, 25.0, 50.0, 35.0
G2, 70.0, 135.0, 35.0, 25.0, 50.0, 35.0
G2, 70.0, 135.0, 70.0, 25.0, 50.0, 35.0
G2, 70.0, 135.0, 105.0, 25.0, 50.0, 35.0
G2, 70.0, 135.0, 140.0, 25.0, 50.0, 35.0
G2, 70.0, 135.0, 175.0, 25.0, 50.0, 35.0

第12辆车，装载160件，容积利用率 64.28%，重量利用率 33.55%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G4, 0.0, 0.0, 0.0, 80.0, 60.0, 50.0
G4, 80.0, 0.0, 0.0, 80.0, 60.0, 50.0
G2, 160.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 210.0, 0.0, 0.0, 60.0, 40.0, 30.0
G4, 270.0, 0.0, 0.0, 80.0, 60.0, 50.0
G3, 350.0, 0.0, 0.0, 70.0, 50.0, 40.0
G1, 210.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 160.0, 35.0, 0.0, 50.0, 35.0, 25.0
G1, 350.0, 50.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 60.0, 0.0, 50.0, 35.0, 25.0
G2, 50.0, 60.0, 0.0, 50.0, 35.0, 25.0
G5, 100.0, 60.0, 0.0, 40.0, 40.0, 60.0
G3, 270.0, 60.0, 0.0, 70.0, 50.0, 40.0
G5, 160.0, 70.0, 0.0, 40.0, 40.0, 60.0
G1, 210.0, 80.0, 0.0, 60.0, 40.0, 30.0
G5, 350.0, 90.0, 0.0, 40.0, 40.0, 60.0
G1, 0.0, 95.0, 0.0, 60.0, 40.0, 30.0
G2, 100.0, 100.0, 0.0, 50.0, 35.0, 25.0
G3, 270.0, 110.0, 0.0, 70.0, 50.0, 40.0
G5, 60.0, 95.0, 0.0, 40.0, 40.0, 60.0
G1, 210.0, 120.0, 0.0, 60.0, 40.0, 30.0
G5, 160.0, 110.0, 0.0, 40.0, 40.0, 60.0
G5, 350.0, 130.0, 0.0, 40.0, 40.0, 60.0
G1, 0.0, 135.0, 0.0, 60.0, 40.0, 30.0
G1, 60.0, 135.0, 0.0, 60.0, 40.0, 30.0
G1, 210.0, 160.0, 0.0, 60.0, 40.0, 30.0
G5, 120.0, 135.0, 0.0, 40.0, 40.0, 60.0
G2, 160.0, 150.0, 0.0, 50.0, 35.0, 25.0
G1, 270.0, 160.0, 0.0, 60.0, 40.0, 30.0
G5, 350.0, 170.0, 0.0, 40.0, 40.0, 60.0
G1, 210.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 50.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 100.0, 175.0, 0.0, 50.0, 35.0, 25.0
G4, 0.0, 0.0, 50.0, 80.0, 60.0, 50.0
G1, 210.0, 40.0, 30.0, 60.0, 40.0, 30.0
G1, 350.0, 50.0, 30.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 210.0, 80.0, 30.0, 60.0, 40.0, 30.0
G5, 0.0, 95.0, 30.0, 40.0, 40.0, 60.0
G2, 160.0, 35.0, 25.0, 50.0, 35.0, 25.0
G2, 0.0, 60.0, 25.0, 50.0, 35.0, 25.0
G1, 210.0, 120.0, 30.0, 60.0, 40.0, 30.0
G4, 80.0, 0.0, 50.0, 80.0, 60.0, 50.0
G5, 0.0, 135.0, 30.0, 40.0, 40.0, 60.0
G2, 50.0, 60.0, 25.0, 50.0, 35.0, 25.0
G5, 60.0, 135.0, 30.0, 40.0, 40.0, 60.0
G2, 100.0, 100.0, 25.0, 50.0, 35.0, 25.0
G5, 210.0, 160.0, 30.0, 40.0, 40.0, 60.0
G2, 160.0, 150.0, 25.0, 50.0, 35.0, 25.0
G1, 270.0, 160.0, 30.0, 60.0, 40.0, 30.0
G2, 0.0, 175.0, 25.0, 50.0, 35.0, 25.0
G2, 50.0, 175.0, 25.0, 50.0, 35.0, 25.0
G2, 100.0, 175.0, 25.0, 50.0, 35.0, 25.0
G4, 270.0, 0.0, 50.0, 80.0, 60.0, 50.0
G1, 350.0, 0.0, 40.0, 60.0, 40.0, 30.0
G1, 270.0, 60.0, 40.0, 60.0, 40.0, 30.0
G1, 270.0, 110.0, 40.0, 60.0, 40.0, 30.0
G4, 0.0, 0.0, 100.0, 80.0, 60.0, 50.0
G2, 160.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 160.0, 35.0, 50.0, 50.0, 35.0, 25.0
G1, 210.0, 0.0, 60.0, 60.0, 40.0, 30.0
G1, 210.0, 40.0, 60.0, 60.0, 40.0, 30.0
G5, 350.0, 50.0, 60.0, 40.0, 40.0, 60.0
G2, 0.0, 60.0, 50.0, 50.0, 35.0, 25.0
G1, 210.0, 80.0, 60.0, 60.0, 40.0, 30.0
G2, 50.0, 60.0, 50.0, 50.0, 35.0, 25.0
G2, 100.0, 100.0, 50.0, 50.0, 35.0, 25.0
G5, 100.0, 60.0, 60.0, 40.0, 40.0, 60.0
G1, 210.0, 120.0, 60.0, 60.0, 40.0, 30.0
G2, 160.0, 150.0, 50.0, 50.0, 35.0, 25.0
G1, 270.0, 160.0, 60.0, 60.0, 40.0, 30.0
G5, 160.0, 70.0, 60.0, 40.0, 40.0, 60.0
G1, 350.0, 0.0, 70.0, 60.0, 40.0, 30.0
G2, 0.0, 175.0, 50.0, 50.0, 35.0, 25.0
G1, 270.0, 60.0, 70.0, 60.0, 40.0, 30.0
G2, 50.0, 175.0, 50.0, 50.0, 35.0, 25.0
G2, 100.0, 175.0, 50.0, 50.0, 35.0, 25.0
G1, 270.0, 110.0, 70.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 210.0, 0.0, 90.0, 60.0, 40.0, 30.0
G5, 350.0, 90.0, 60.0, 40.0, 40.0, 60.0
G1, 210.0, 40.0, 90.0, 60.0, 40.0, 30.0
G5, 60.0, 95.0, 60.0, 40.0, 40.0, 60.0
G2, 160.0, 35.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 60.0, 75.0, 50.0, 35.0, 25.0
G2, 50.0, 60.0, 75.0, 50.0, 35.0, 25.0
G2, 100.0, 100.0, 75.0, 50.0, 35.0, 25.0
G2, 160.0, 150.0, 75.0, 50.0, 35.0, 25.0
G5, 160.0, 110.0, 60.0, 40.0, 40.0, 60.0
G5, 350.0, 130.0, 60.0, 40.0, 40.0, 60.0
G4, 80.0, 0.0, 100.0, 80.0, 60.0, 50.0
G1, 210.0, 80.0, 90.0, 60.0, 40.0, 30.0
G2, 0.0, 175.0, 75.0, 50.0, 35.0, 25.0
G2, 50.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 210.0, 120.0, 90.0, 60.0, 40.0, 30.0
G2, 100.0, 175.0, 75.0, 50.0, 35.0, 25.0
G5, 120.0, 135.0, 60.0, 40.0, 40.0, 60.0
G5, 350.0, 170.0, 60.0, 40.0, 40.0, 60.0
G2, 270.0, 160.0, 90.0, 50.0, 35.0, 25.0
G1, 270.0, 0.0, 100.0, 60.0, 40.0, 30.0
G2, 160.0, 0.0, 100.0, 50.0, 35.0, 25.0
G5, 0.0, 95.0, 90.0, 40.0, 40.0, 60.0
G5, 0.0, 135.0, 90.0, 40.0, 40.0, 60.0
G1, 350.0, 0.0, 100.0, 60.0, 40.0, 30.0
G1, 270.0, 60.0, 100.0, 60.0, 40.0, 30.0
G5, 60.0, 135.0, 90.0, 40.0, 40.0, 60.0
G5, 210.0, 160.0, 90.0, 40.0, 40.0, 60.0
G1, 270.0, 110.0, 100.0, 60.0, 40.0, 30.0
G5, 210.0, 0.0, 120.0, 40.0, 40.0, 60.0
G1, 210.0, 40.0, 120.0, 60.0, 40.0, 30.0
G1, 210.0, 80.0, 120.0, 60.0, 40.0, 30.0
G1, 210.0, 120.0, 120.0, 60.0, 40.0, 30.0
G4, 0.0, 0.0, 150.0, 80.0, 60.0, 50.0
G1, 270.0, 0.0, 130.0, 60.0, 40.0, 30.0
G1, 350.0, 0.0, 130.0, 60.0, 40.0, 30.0
G5, 350.0, 50.0, 120.0, 40.0, 40.0, 60.0
G2, 0.0, 60.0, 100.0, 50.0, 35.0, 25.0
G4, 80.0, 0.0, 150.0, 80.0, 60.0, 50.0
G1, 270.0, 0.0, 160.0, 60.0, 40.0, 30.0
G1, 350.0, 0.0, 160.0, 60.0, 40.0, 30.0
G1, 160.0, 35.0, 100.0, 40.0, 30.0, 60.0
G2, 50.0, 60.0, 100.0, 50.0, 35.0, 25.0
G2, 100.0, 100.0, 100.0, 50.0, 35.0, 25.0
G5, 160.0, 70.0, 120.0, 40.0, 40.0, 60.0
G5, 350.0, 90.0, 120.0, 40.0, 40.0, 60.0
G1, 160.0, 150.0, 100.0, 40.0, 30.0, 60.0
G2, 0.0, 175.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 175.0, 100.0, 40.0, 30.0, 60.0
G5, 350.0, 130.0, 120.0, 40.0, 40.0, 60.0
G1, 100.0, 175.0, 100.0, 40.0, 30.0, 60.0
G5, 350.0, 170.0, 120.0, 40.0, 40.0, 60.0
G5, 210.0, 80.0, 150.0, 40.0, 40.0, 60.0
G2, 270.0, 160.0, 115.0, 50.0, 35.0, 25.0
G2, 0.0, 175.0, 125.0, 50.0, 35.0, 25.0
G2, 270.0, 160.0, 140.0, 50.0, 35.0, 25.0
G2, 210.0, 120.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 175.0, 150.0, 50.0, 35.0, 25.0
G1, 160.0, 110.0, 120.0, 40.0, 30.0, 60.0
G2, 270.0, 160.0, 165.0, 50.0, 35.0, 25.0
G2, 210.0, 120.0, 175.0, 50.0, 35.0, 25.0
G2, 0.0, 175.0, 175.0, 50.0, 35.0, 25.0
G2, 270.0, 0.0, 190.0, 50.0, 35.0, 25.0
G1, 0.0, 60.0, 125.0, 40.0, 30.0, 60.0
G2, 350.0, 0.0, 190.0, 50.0, 35.0, 25.0
G2, 160.0, 185.0, 0.0, 50.0, 25.0, 35.0
G1, 0.0, 95.0, 150.0, 40.0, 30.0, 60.0
G2, 160.0, 185.0, 35.0, 50.0, 25.0, 35.0
G5, 0.0, 135.0, 150.0, 40.0, 40.0, 60.0
G2, 160.0, 185.0, 70.0, 50.0, 25.0, 35.0
G1, 390.0, 90.0, 0.0, 30.0, 60.0, 40.0
G2, 160.0, 185.0, 105.0, 50.0, 25.0, 35.0
G1, 390.0, 150.0, 0.0, 30.0, 60.0, 40.0
G2, 160.0, 0.0, 125.0, 50.0, 25.0, 35.0
G1, 60.0, 95.0, 120.0, 30.0, 40.0, 60.0
G1, 120.0, 135.0, 120.0, 30.0, 40.0, 60.0
G2, 100.0, 100.0, 125.0, 50.0, 25.0, 35.0
G2, 160.0, 185.0, 140.0, 50.0, 25.0, 35.0
G2, 160.0, 0.0, 160.0, 50.0, 25.0, 35.0
G2, 50.0, 175.0, 160.0, 35.0, 25.0, 50.0

========== V2 详细装箱坐标 ==========

第1辆车，装载346件，容积利用率 62.38%，重量利用率 41.48%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 0.0, 60.0, 40.0, 30.0
G1, 60.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 120.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 160.0, 0.0, 0.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 300.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 350.0, 0.0, 0.0, 60.0, 40.0, 30.0
G1, 410.0, 0.0, 0.0, 60.0, 40.0, 30.0
G1, 470.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 530.0, 0.0, 0.0, 40.0, 40.0, 60.0
G5, 570.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 610.0, 0.0, 0.0, 50.0, 35.0, 25.0
G4, 160.0, 35.0, 0.0, 80.0, 60.0, 50.0
G2, 300.0, 35.0, 0.0, 50.0, 35.0, 25.0
G1, 610.0, 35.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 40.0, 0.0, 50.0, 35.0, 25.0
G1, 50.0, 40.0, 0.0, 60.0, 40.0, 30.0
G5, 110.0, 40.0, 0.0, 40.0, 40.0, 60.0
G2, 350.0, 40.0, 0.0, 50.0, 35.0, 25.0
G1, 400.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 460.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 520.0, 40.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 40.0, 0.0, 40.0, 40.0, 60.0
G5, 570.0, 40.0, 0.0, 40.0, 40.0, 60.0
G2, 300.0, 70.0, 0.0, 50.0, 35.0, 25.0
G2, 0.0, 75.0, 0.0, 50.0, 35.0, 25.0
G2, 350.0, 75.0, 0.0, 50.0, 35.0, 25.0
G3, 610.0, 75.0, 0.0, 70.0, 50.0, 40.0
G5, 520.0, 75.0, 0.0, 40.0, 40.0, 60.0
G4, 50.0, 80.0, 0.0, 80.0, 60.0, 50.0
G1, 400.0, 80.0, 0.0, 60.0, 40.0, 30.0
G5, 260.0, 80.0, 0.0, 40.0, 40.0, 60.0
